filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
ROM039	ROM039	NA	Codreanu Mare Haiduc National: ediție ELTeC	NA	NA	NA	NA	1882	1886	NA	ro	30517	NA	NA	U	short	low	T3
ROM040	ROM040	Gheorghiu, Smaranda, pseudo: Smara	Fata Tatii. Roman de moravuri: ELTeC Edition	1857	1944	NA	NA	1912	NA	NA	ro	59604	NA	NA	F	medium	low	T4
ROM041	ROM041	NEGRUZZI, IACOB 	 MIHAI VEREANU	1842	1932	NA	NA	1873	1895	NA	ro	86053	NA	NA	M	medium	low	T2
ROM042	ROM042	Sandu-Aldea, C.	Două neamuri: ELTeC Edition	1874	1927	NA	NA	1906	1925	NA	ro	46696	NA	NA	M	short	low	T4
ROM043	ROM043	Sandu-Aldea, C.	Pe Mărgineanca: ELTeC Edition	1874	1927	NA	NA	1912	1925	NA	ro	33222	NA	NA	M	short	low	T4
ROM044	ROM044	NA	 UNU FUNCTIONARU SINUCISU. FRATELE SI SORA	NA	NA	NA	NA	1873	NA	NA	ro	50985	NA	NA	M	medium	low	T2
ROM045	ROM045	NA	" CIOCOII VECHI ŞI NOI SAU „CE NAŞTE DIN PISICĂ ŞOARECI
                                        MĂNÂNCĂ""!. Romanţ original"	NA	NA	NA	NA	1863	1942	NA	ro	76340	NA	NA	M	medium	high	T2
ROM046	ROM046	 Urechia, V.A.	" Logofătul Baptiste Veleli. Episod istoric din secolul al XVIII lea: ELTeC
                    edition"	1834	1901	NA	NA	1855	1883	NA	ro	13258	NA	NA	M	short	low	T1
ROM047	ROM047	NA	 CALEA ROBILOR	NA	NA	NA	NA	1903	NA	NA	ro	105552	NA	NA	M	long	low	T4
ROM048	ROM048	 Pop Florantin, Ioan	 Avram Iancu, regele Carpaţilor, continuatorul operii lui Horia. Roman istoric, după publicaţiuni şi comunicări date de martori oculari şi părtaşi la lupte : ediție ELTeC 	1843	1936	NA	NA	1891	NA	NA	ro	53514	NA	NA	M	medium	low	T3
ROM049	ROM049	 Pop Florantin, Ioan	 Decebal. Nuvelă istorică	1843	1936	NA	NA	1882	NA	NA	ro	10408	NA	NA	M	short	low	T3
ROM050	ROM050	 Pop-Florantin, Ion	 Horea. Roman original (după actele istorice publicate de A. Papiu, A. Odobescu, N. Densușianu, și tradiție): ediție ELTeC 	1843	1936	NA	NA	NA	1885	NA	ro	28916	NA	NA	M	short	low	T3
ROM051	ROM051	 Urechia, V. A	COLIBA MĂRIUCĂI. Roman naţional: ediție ELTeC 	1834	1901	NA	NA	NA	1883	NA	ro	36383	NA	NA	M	short	low	T3
ROM052	ROM052	 Zamfirescu, Duiliu	 TĂNASE SCATIU. Roman: ediție ELTeC 	1858	1922	NA	NA	1907	1907	NA	ro	28356	NA	NA	M	short	high	T4
ROM053	ROM053	 Zamfirescu, Duiliu	 În Războiu. Roman: ediție ELTeC 	1858	1922	NA	NA	1902	1907	NA	ro	51974	NA	NA	M	medium	low	T4
ROM054	ROM054	 Becescu-Silvan, Gh.	 VALEA ALBĂ. Roman eroic. 1476 : ediție ELTeC 	1875	1924	NA	NA	1904	1909	NA	ro	78337	NA	NA	M	medium	low	T4
ROM055	ROM055	 Becescu-Silvan, Gh.	 Pentru Neatîrnare 1877-78. Roman răsboinic : ediție ELTeC 	1875	1924	NA	NA	1906	1909	NA	ro	52745	NA	NA	M	medium	low	T4
ROM056	ROM056	Rosetti, Radu	Cu paloșul. Poveste vitejască din vremea descălecatului Moldovei : ediție ELTeC 	1853	1926	NA	NA	1904	1909	NA	ro	202851	NA	NA	M	long	low	T4
ROM057	ROM057	Rosetti, Radu	Păcatele Sulgeriului: ediție ELTeC 	1853	1926	NA	NA	1912	NA	NA	ro	69118	NA	NA	M	medium	low	T4
ROM058	ROM058	NA	Misterul din Turnul Eiffel sau resbunarea unei principese ruse	NA	NA	NA	NA	NA	1889	NA	ro	35117	NA	NA	M	medium	high	T2
ROM059	ROM059	 Nadejde, Sofia	 Părinți și Copii. Roman: ediție ELTeC	1856	1946	NA	NA	1907	NA	NA	ro	101267	NA	NA	F	long	low	T4
ROM060	ROM060	 Nadejde, Sofia	 Patimi. Roman din viața românească: ediție ELTeC	1856	1946	NA	NA	1903	NA	NA	ro	127125	NA	NA	F	long	low	T4
ROM061	ROM061	 Nadejde, Sofia	Robia banului. Roman: ediție ELTeC	1856	1946	NA	NA	1906	NA	NA	ro	107186	NA	NA	F	long	high	T4
ROM062	ROM062	Mille, Constantin	DINU MILIAN: ediție ELTeC 	1861	1927	NA	NA	1887	1913	NA	ro	53318	NA	NA	M	medium	low	T3
ROM063	ROM063	Antemireanu, Alexandru	 DIN VREMEA LUI CĂPITAN COSTACHE: ediție ELTeC 	1877	1910	NA	NA	NA	1898	NA	ro	79903	NA	NA	M	medium	low	T3
ROM064	ROM064	NA	 Misterul morţei Jeanei Cristescu: ediție ELTeC	NA	NA	NA	NA	1909	NA	NA	ro	13473	NA	NA	M	short	low	T4
ROM065	ROM065	Lovinescu, E.	Lulù. Roman : ELTeC Edition	1881	1943	NA	NA	1920	NA	NA	ro	26315	NA	NA	M	short	low	T4
ROM066	ROM066	 Xenopol, Adela	Pe urma războiului. Roman: ELTeC Edition	1861	1939	NA	NA	1913	NA	NA	ro	21650	NA	NA	F	short	high	T4
ROM067	ROM067	 Petriceicu Hasdeu, Bogdan	 Ursita: ediție ELTeC 	1838	1907	NA	NA	NA	NA	NA	ro	23398	NA	NA	M	short	low	T1
ROM068	ROM068	 Radulescu-Niger, N.	Orfanii neamului. Roman Naționalist: ediție ELTeC 	1861	1944	NA	NA	NA	NA	NA	ro	114208	NA	NA	M	long	low	T4
ROM069	ROM069	 Speranția, Th.	 Fete de Azi: ediție ELTeC 	1856	1929	NA	NA	NA	NA	NA	ro	100005	NA	NA	M	long	low	T4
ROM070	ROM070	Gheorghiu, Smaranda, pseudo: Smara	Băiatul Mamii. Roman Educativ: ELTeC Edition	1857	1944	NA	NA	1920	NA	NA	ro	54423	NA	NA	F	medium	low	T4
ROM071	ROM071	Slavici, Ioan	Mara. Roman: ELTeC Edition	1848	1925	NA	NA	1906	NA	NA	ro	100098	NA	NA	M	long	high	T4
ROM072	ROM072	Slavici, Ioan	Din Bĕtrânĭ. Narațiune istorică: ELTeC Edition	1848	1925	NA	NA	1902	NA	NA	ro	79106	NA	NA	M	medium	high	T4
ROM073	ROM073	Slavici, Ioan	Din două lumi. Narațiune: ELTeC Edition	1848	1925	NA	NA	1920	1920	NA	ro	69929	NA	NA	M	medium	high	T4
ROM074	ROM074	Moruzi, Dumitru C.	Înstrăinaţii: ELTeC Edition	1850	1914	NA	NA	1910	NA	NA	ro	117618	NA	NA	M	long	high	T4
ROM075	ROM075	 Moruzi, Dumitru C.	Moartea lui Cain. Roman social: ELTeC Edition	1850	1914	NA	NA	1914	NA	NA	ro	80132	NA	NA	M	medium	high	T4
ROM076	ROM076	Rebreanu, Liviu	Ion: ELTeC Edition	1885	1944	NA	NA	1920	1970	NA	ro	152436	NA	NA	M	long	high	T4
ROM077	ROM077	Agârbiceanu, Ion	Arhanghelii: ELTeC Edition	1882	1963	NA	NA	1914	1929	NA	ro	170958	NA	NA	M	long	high	T4
ROM078	ROM078	 Moruzi, Dumitru C.	Pribegi în Ţară Răpită. ROMAN SOCIAL BASARABEAN: ELTeC Edition	1850	1914	NA	NA	1912	NA	NA	ro	136092	NA	NA	M	long	high	T4
ROM079	ROM079	Vulcan, Petru	Armânda: ELTeC Edition	1866	1922	NA	NA	1904	1904	NA	ro	58162	NA	NA	M	medium	low	T4
ROM080	ROM080	Alexi, Theohar	Babeta. Roman original : ELTeC Edition	1843	1912	NA	NA	1883	1888	NA	ro	77873	NA	NA	M	medium	low	T3
ROM081	ROM081	 Bart, Jean/ Botez, Eugeniu P.	DATORII UITATE. Documente omenești. Nuvele: ELTeC Edition	1874	1933	NA	NA	1916	NA	NA	ro	18589	NA	NA	M	short	low	T4
ROM082	ROM082	Bacaloglu, Elena	În  luptă: ELTeC Edition	1878	1947	NA	NA	1906	NA	NA	ro	69251	NA	NA	F	medium	low	T4
ROM083	ROM083	Cassvan, Sarina	Între artă și iubire. Roman: ELTeC Edition	1894	1978	NA	Între artă și iubire. Roman	1918	NA	NA	ro	36463	NA	NA	F	short	low	T4
ROM084	ROM084	 Anestin, Victor	În anul 4000 sau o călătorie la Venus: ELTeC Edition	1875	1918	NA	NA	1899	1986	NA	ro	21717	NA	NA	M	short	low	T3
ROM085	ROM085	NA	Un proces pierdut. Roman social: ELTeC Edition	NA	NA	NA	NA	1911	NA	NA	ro	101059	NA	NA	X	long	low	T4
ROM086	ROM086	NA	IN JASSY: ediție ELTeC 	NA	NA	NA	NA	NA	1871	NA	ro	32066	NA	NA	M	short	low	T2
ROM087	ROM087	Mestugean, V.	Getta. Roman: ediție ELTeC 	1869	1942	NA	NA	NA	1916	NA	ro	27861	NA	NA	M	medium	low	T4
ROM088	ROM088	NA	Prostituata (Roman): ediție ELTeC 	NA	NA	NA	NA	NA	1899	NA	ro	26969	NA	NA	M	short	low	T3
ROM089	ROM089	Fundescu, I. C.	Scarlat. Romanu originalu: ediție ELTeC 	1836	1904	NA	NA	NA	1875	NA	ro	28429	NA	NA	M	short	low	T2
ROM090	ROM090	 Lecca, Irina G.	Dreptul Vieței. Roman: ELTeC Edition	1881	1953	NA	NA	1908	NA	NA	ro	36246	NA	NA	F	short	low	T4
ROM091	ROM091	Lecca, Irina G.	Marcu Ulpiu Traian Stănoiu. Roman : ELTeC Edition	1881	1953	NA	NA	1920	NA	NA	ro	42433	NA	NA	F	short	low	T4
ROM092	ROM092	Lecca, Irina G.	Pe urma dragostei. Roman : ELTeC Edition	1881	1953	NA	NA	1910	NA	NA	ro	39658	NA	NA	F	short	low	T4
ROM093	ROM093	Zamfirescu, Duiliu	Anna (Ceea ce nu se poate). Roman	1858	1922	NA	NA	1911	NA	NA	ro	30206	NA	NA	M	short	high	T4
ROM094	ROM094	Moldovan, Vasile E.	Dușmănie. Roman: ediție ELTeC 	1881	1924	NA	NA	1903	NA	NA	ro	26969	NA	NA	M	short	low	T4
ROM095	ROM095	Baronzi, George	Misterele Bucurescilor: ediție ELTeC 	1828	1896	NA	NA	NA	1862	NA	ro	155626	NA	NA	M	long	low	T2
ROM096	ROM096	Pelimon, A.	Hotii si Hagiul: editie ELTeC 	1822	1881	NA	NA	1853	NA	NA	ro	24946	NA	NA	M	short	NA	T1
ROM097	ROM097	Ghica, Pantazi	Un boem român: ediție ELTeC 	1831	1882	NA	NA	1860	NA	NA	ro	76558	NA	NA	M	medium	NA	T2
ROM098	ROM098	Aricescu,C.D.	Sora Agapia saŭ Călugăria şi Căsătoria: editie ELTeC 	1823	1886	NA	NA	1871	NA	NA	ro	51075	NA	NA	M	medium	NA	T2
ROM099	ROM099	Vulcan,Iosif	Ranele natiunii: editie ELTeC 	1841	1907	NA	NA	1876	NA	NA	ro	103993	NA	NA	M	long	NA	T2
ROM100	ROM100	Pelimon, A.	Jidovul Cămătar: editie ELTeC 	1822	1881	NA	NA	1863	NA	NA	ro	77985	NA	NA	M	medium	NA	T2
ROM101	ROM101	Dumitrescu, Ioan	Radu Buzesku: editie ELTeC 	1830	1912	NA	NA	1858	NA	NA	ro	51044	NA	NA	M	medium	NA	T1
